ALPHA_RANK,Symbol,Sector,Industry,MarketCap,ALPHA_SCORE,Momentum,Sharpe,RS_30D,RS_60D,RS_ACCELERATION,VOL_ADJ_RS,SECTOR_SCORE,SECTOR_RANK
596,AARVI,Industrials,Staffing & Employment Services,2009071360,0.1003,0,0,0,0,0,0,9.82,5.0
597,LAKPRE,Industrials,Tools & Accessories,124138192,0.1003,0,0,0,0,0,0,9.82,5.0
598,SRF,Industrials,Conglomerates,808536375296,0.1003,0,0,0,0,0,0,9.82,5.0
599,UNIMECH,Industrials,Aerospace & Defense,50104201216,0.1003,0,0,0,0,0,0,9.82,5.0
600,LATTEYS,Industrials,Specialty Industrial Machinery,1385649408,0.1003,0,0,0,0,0,0,9.82,5.0
601,HAL,Industrials,Aerospace & Defense,2953644605440,0.1003,0,0,0,0,0,0,9.82,5.0
602,GRSE,Industrials,Aerospace & Defense,304021012480,0.1003,0,0,0,0,0,0,9.82,5.0
603,AFCONS,Industrials,Engineering & Construction,116955512832,0.1003,0,0,0,0,0,0,9.82,5.0
604,SETL,Industrials,Specialty Industrial Machinery,29466179584,0.1003,0,0,0,0,0,0,9.82,5.0
605,TIGERLOGS,Industrials,Integrated Freight & Logistics,3800813824,0.1003,0,0,0,0,0,0,9.82,5.0
606,BALMLAWRIE,Industrials,Conglomerates,31738314752,0.1003,0,0,0,0,0,0,9.82,5.0
607,ATAM,Industrials,Specialty Industrial Machinery,826940800,0.1003,0,0,0,0,0,0,9.82,5.0
608,ALLCARGO,Industrials,Integrated Freight & Logistics,13764583424,0.1003,0,0,0,0,0,0,9.82,5.0
609,PENIND,Industrials,Specialty Industrial Machinery,23351093248,0.1003,0,0,0,0,0,0,9.82,5.0
610,OLECTRA,Industrials,Farm & Heavy Construction Machinery,101287624704,0.1003,0,0,0,0,0,0,9.82,5.0
611,KIRLOSIND,Industrials,Metal Fabrication,33858617344,0.1003,0,0,0,0,0,0,9.82,5.0
612,ACCURACY,Industrials,Integrated Freight & Logistics,858192000,0.1003,0,0,0,0,0,0,9.82,5.0
613,GMRAIRPORT,Industrials,Airports & Air Services,1036363497472,0.1003,0,0,0,0,0,0,9.82,5.0
614,VOLTAMP,Industrials,Electrical Equipment & Parts,94220738560,0.1003,0,0,0,0,0,0,9.82,5.0
615,PRINCEPIPE,Industrials,Building Products & Equipment,29442523136,0.1003,0,0,0,0,0,0,9.82,5.0
616,SEPC,Industrials,Engineering & Construction,15641927680,0.1003,0,0,0,0,0,0,9.82,5.0
617,INTLCONV,Industrials,Specialty Industrial Machinery,4974918144,0.1003,0,0,0,0,0,0,9.82,5.0
618,PRAJIND,Industrials,Engineering & Construction,70584221696,0.1003,0,0,0,0,0,0,9.82,5.0
619,EMSLIMITED,Industrials,Engineering & Construction,18625032192,0.1003,0,0,0,0,0,0,9.82,5.0
620,BALUFORGE,Industrials,Metal Fabrication,60965642240,0.1003,0,0,0,0,0,0,9.82,5.0
621,UDS,Industrials,Specialty Business Services,11960574976,0.1003,0,0,0,0,0,0,9.82,5.0
622,HGS,Industrials,Specialty Business Services,19212877824,0.1003,0,0,0,0,0,0,9.82,5.0
623,EVEREADY,Industrials,Electrical Equipment & Parts,23463448576,0.1003,0,0,0,0,0,0,9.82,5.0
624,BEML,Industrials,Conglomerates,152752029696,0.1003,0,0,0,0,0,0,9.82,5.0
625,SMLT,Industrials,Metal Fabrication,1026046720,0.1003,0,0,0,0,0,0,9.82,5.0
626,TVSSCS,Industrials,Integrated Freight & Logistics,53603373056,0.1003,0,0,0,0,0,0,9.82,5.0
627,AROGRANITE,Industrials,Building Products & Equipment,411416992,0.1003,0,0,0,0,0,0,9.82,5.0
628,MAZDOCK,Industrials,Aerospace & Defense,991104663552,0.1003,0,0,0,0,0,0,9.82,5.0
629,ACE,Industrials,Farm & Heavy Construction Machinery,107903598592,0.1003,0,0,0,0,0,0,9.82,5.0
630,SECMARK,Industrials,Consulting Services,1396960000,0.1003,0,0,0,0,0,0,9.82,5.0
631,NESCO,Industrials,Conglomerates,85820227584,0.1003,0,0,0,0,0,0,9.82,5.0
632,HNDFDS,Industrials,Conglomerates,65282461696,0.1003,0,0,0,0,0,0,9.82,5.0
633,EKC,Industrials,Specialty Industrial Machinery,13476142080,0.1003,0,0,0,0,0,0,9.82,5.0
634,DUCON,Industrials,Specialty Industrial Machinery,1124242560,0.1003,0,0,0,0,0,0,9.82,5.0
635,PRITIKAUTO,Industrials,Specialty Industrial Machinery,2322851840,0.1003,0,0,0,0,0,0,9.82,5.0
636,RUCHINFRA,Industrials,Specialty Business Services,1477516160,0.1003,0,0,0,0,0,0,9.82,5.0
637,HPL,Industrials,Electrical Equipment & Parts,24048381952,0.1003,0,0,0,0,0,0,9.82,5.0
638,TIMKEN,Industrials,Tools & Accessories,273871421440,0.1003,0,0,0,0,0,0,9.82,5.0
639,PREMIER,Industrials,Specialty Industrial Machinery,97677776,0.1003,0,0,0,0,0,0,9.82,5.0
640,CMSINFO,Industrials,Specialty Business Services,50971783168,0.1003,0,0,0,0,0,0,9.82,5.0
641,KECL,Industrials,Specialty Industrial Machinery,7976994304,0.1003,0,0,0,0,0,0,9.82,5.0
642,KIRLOSBROS,Industrials,Specialty Industrial Machinery,131040608256,0.1003,0,0,0,0,0,0,9.82,5.0
643,PPL,Industrials,Building Products & Equipment,4939939840,0.1003,0,0,0,0,0,0,9.82,5.0
644,KAPSTON,Industrials,Specialty Business Services,10523449344,0.1003,0,0,0,0,0,0,9.82,5.0
645,ARIS,Industrials,Engineering & Construction,9844054016,0.1003,0,0,0,0,0,0,9.82,5.0
646,SIGIND,Industrials,Conglomerates,1486274176,0.1003,0,0,0,0,0,0,9.82,5.0
647,OSWALPUMPS,Industrials,Electrical Equipment & Parts,41668788224,0.1003,0,0,0,0,0,0,9.82,5.0
648,OMFREIGHT,Industrials,Integrated Freight & Logistics,2939529216,0.1003,0,0,0,0,0,0,9.82,5.0
649,EIEL,Industrials,Engineering & Construction,35895885824,0.1003,0,0,0,0,0,0,9.82,5.0
650,ROLEXRINGS,Industrials,Metal Fabrication,38535135232,0.1003,0,0,0,0,0,0,9.82,5.0
651,LOKESHMACH,Industrials,Specialty Industrial Machinery,5432806400,0.1003,0,0,0,0,0,0,9.82,5.0
652,AHLUCONT,Industrials,Engineering & Construction,55867625472,0.1003,0,0,0,0,0,0,9.82,5.0
653,TEXRAIL,Industrials,Railroads,44531326976,0.1003,0,0,0,0,0,0,9.82,5.0
654,AKASH,Industrials,Engineering & Construction,468778432,0.1003,0,0,0,0,0,0,9.82,5.0
655,ELECTCAST,Industrials,Building Products & Equipment,50450042880,0.1003,0,0,0,0,0,0,9.82,5.0
656,LATENTVIEW,Industrials,Consulting Services,65336561664,0.1003,0,0,0,0,0,0,9.82,5.0
657,ATLANTAA,Industrials,Infrastructure Operations,3443375104,0.1003,0,0,0,0,0,0,9.82,5.0
658,SGIL,Industrials,Metal Fabrication,8309671936,0.1003,0,0,0,0,0,0,9.82,5.0
659,PATELENG,Industrials,Engineering & Construction,26454820864,0.1003,0,0,0,0,0,0,9.82,5.0
660,DENORA,Industrials,Electrical Equipment & Parts,3859907584,0.1003,0,0,0,0,0,0,9.82,5.0
661,TIIL,Industrials,Tools & Accessories,60173606912,0.1003,0,0,0,0,0,0,9.82,5.0
662,GRAVITA,Industrials,Metal Fabrication,121637642240,0.1003,0,0,0,0,0,0,9.82,5.0
663,PNCINFRA,Industrials,Engineering & Construction,54258032640,0.1003,0,0,0,0,0,0,9.82,5.0
664,NECCLTD,Industrials,Trucking,1555000064,0.1003,0,0,0,0,0,0,9.82,5.0
665,ATL,Industrials,Integrated Freight & Logistics,7389878272,0.1003,0,0,0,0,0,0,9.82,5.0
666,WENDT,Industrials,Tools & Accessories,13959999488,0.1003,0,0,0,0,0,0,9.82,5.0
667,LT,Industrials,Engineering & Construction,5571456532480,0.1003,0,0,0,0,0,0,9.82,5.0
668,RADIANTCMS,Industrials,Specialty Business Services,4479597568,0.1003,0,0,0,0,0,0,9.82,5.0
669,SHAKTIPUMP,Industrials,Specialty Industrial Machinery,62932963328,0.1003,0,0,0,0,0,0,9.82,5.0
670,HLEGLAS,Industrials,Specialty Industrial Machinery,22899226624,0.1003,0,0,0,0,0,0,9.82,5.0
671,PTCIL,Industrials,Metal Fabrication,249550979072,0.1003,0,0,0,0,0,0,9.82,5.0
672,HILTON,Industrials,Metal Fabrication,1145130752,0.1003,0,0,0,0,0,0,9.82,5.0
673,KAJARIACER,Industrials,Building Products & Equipment,172014075904,0.1003,0,0,0,0,0,0,9.82,5.0
674,NCC,Industrials,Engineering & Construction,95501746176,0.1003,0,0,0,0,0,0,9.82,5.0
675,MAMATA,Industrials,Specialty Industrial Machinery,10358653952,0.1003,0,0,0,0,0,0,9.82,5.0
676,GPPL,Industrials,Marine Shipping,76896509952,0.1003,0,0,0,0,0,0,9.82,5.0
677,JKIL,Industrials,Engineering & Construction,38021914624,0.1003,0,0,0,0,0,0,9.82,5.0
678,KRYSTAL,Industrials,Specialty Business Services,8088363520,0.1003,0,0,0,0,0,0,9.82,5.0
679,NAVA,Industrials,Conglomerates,173762789376,0.1003,0,0,0,0,0,0,9.82,5.0
680,GESHIP,Industrials,Marine Shipping,217006096384,0.1003,0,0,0,0,0,0,9.82,5.0
681,KOKUYOCMLN,Industrials,Business Equipment & Supplies,8796643328,0.1003,0,0,0,0,0,0,9.82,5.0
682,KNRCON,Industrials,Engineering & Construction,37013282816,0.1003,0,0,0,0,0,0,9.82,5.0
683,AWFIS,Industrials,Rental & Leasing Services,24653516800,0.1003,0,0,0,0,0,0,9.82,5.0
684,AVG,Industrials,Integrated Freight & Logistics,2483952896,0.1003,0,0,0,0,0,0,9.82,5.0
685,NIRAJ,Industrials,Engineering & Construction,1749044096,0.1003,0,0,0,0,0,0,9.82,5.0
686,KAUSHALYA,Industrials,Engineering & Construction,302671456,0.1003,0,0,0,0,0,0,9.82,5.0
687,DELHIVERY,Industrials,Integrated Freight & Logistics,343661346816,0.1003,0,0,0,0,0,0,9.82,5.0
688,KSB,Industrials,Specialty Industrial Machinery,141841956864,0.1003,0,0,0,0,0,0,9.82,5.0
689,INOXWIND,Industrials,Specialty Industrial Machinery,166602129408,0.1003,0,0,0,0,0,0,9.82,5.0
690,MSTCLTD,Industrials,Conglomerates,30792960000,0.1003,0,0,0,0,0,0,9.82,5.0
691,QUADFUTURE,Industrials,Railroads,11811999744,0.1003,0,0,0,0,0,0,9.82,5.0
692,BIGBLOC,Industrials,Building Products & Equipment,7376096256,0.1003,0,0,0,0,0,0,9.82,5.0
693,REPRO,Industrials,Specialty Business Services,5472746496,0.1003,0,0,0,0,0,0,9.82,5.0
694,3MINDIA,Industrials,Conglomerates,374507241472,0.1003,0,0,0,0,0,0,9.82,5.0
695,COCHINSHIP,Industrials,Aerospace & Defense,402250530816,0.1003,0,0,0,0,0,0,9.82,5.0
696,RIIL,Industrials,Engineering & Construction,11457880064,0.1003,0,0,0,0,0,0,9.82,5.0
697,BRNL,Industrials,Infrastructure Operations,1703345536,0.1003,0,0,0,0,0,0,9.82,5.0
698,GARUDA,Industrials,Engineering & Construction,16467459072,0.1003,0,0,0,0,0,0,9.82,5.0
699,ANUP,Industrials,Specialty Industrial Machinery,39141486592,0.1003,0,0,0,0,0,0,9.82,5.0
700,HECPROJECT,Industrials,Engineering & Construction,1441475328,0.1003,0,0,0,0,0,0,9.82,5.0
701,ALLDIGI,Industrials,Specialty Business Services,12724001792,0.1003,0,0,0,0,0,0,9.82,5.0
702,MANAKCOAT,Industrials,Metal Fabrication,11324242944,0.1003,0,0,0,0,0,0,9.82,5.0
703,TIJARIA,Industrials,Building Products & Equipment,130858448,0.1003,0,0,0,0,0,0,9.82,5.0
704,OMINFRAL,Industrials,Engineering & Construction,8676972544,0.1003,0,0,0,0,0,0,9.82,5.0
705,MADHAV,Industrials,Building Products & Equipment,328802240,0.1003,0,0,0,0,0,0,9.82,5.0
706,GRINFRA,Industrials,Engineering & Construction,88463310848,0.1003,0,0,0,0,0,0,9.82,5.0
707,SADBHAV,Industrials,Engineering & Construction,1614481152,0.1003,0,0,0,0,0,0,9.82,5.0
708,PDSL,Industrials,Specialty Business Services,42002108416,0.1003,0,0,0,0,0,0,9.82,5.0
709,ASTRAL,Industrials,Building Products & Equipment,430377566208,0.1003,0,0,0,0,0,0,9.82,5.0
710,EIMCOELECO,Industrials,Farm & Heavy Construction Machinery,9344783360,0.1003,0,0,0,0,0,0,9.82,5.0
711,IRB,Industrials,Infrastructure Operations,261971836928,0.1003,0,0,0,0,0,0,9.82,5.0
712,SICALLOG,Industrials,Integrated Freight & Logistics,5167665664,0.1003,0,0,0,0,0,0,9.82,5.0
713,LINC,Industrials,Business Equipment & Supplies,5791085568,0.1003,0,0,0,0,0,0,9.82,5.0
714,NAVKARCORP,Industrials,Integrated Freight & Logistics,14841191424,0.1003,0,0,0,0,0,0,9.82,5.0
715,TICL,Industrials,Engineering & Construction,3503000064,0.1003,0,0,0,0,0,0,9.82,5.0
716,VGUARD,Industrials,Electrical Equipment & Parts,137200074752,0.1003,0,0,0,0,0,0,9.82,5.0
717,MAHEPC,Industrials,Farm & Heavy Construction Machinery,3312164096,0.1003,0,0,0,0,0,0,9.82,5.0
718,GAYAHWS,Industrials,Infrastructure Operations,546406336,0.1003,0,0,0,0,0,0,9.82,5.0
719,SWANCORP,Industrials,Conglomerates,100619665408,0.1003,0,0,0,0,0,0,9.82,5.0
720,HGINFRA,Industrials,Engineering & Construction,39314472960,0.1003,0,0,0,0,0,0,9.82,5.0
721,GPTINFRA,Industrials,Engineering & Construction,14913549312,0.1003,0,0,0,0,0,0,9.82,5.0
722,MBEL,Industrials,Engineering & Construction,17327339520,0.1003,0,0,0,0,0,0,9.82,5.0
723,RPPINFRA,Industrials,Engineering & Construction,3743240960,0.1003,0,0,0,0,0,0,9.82,5.0
724,EPACKPEB,Industrials,Engineering & Construction,18817595392,0.1003,0,0,0,0,0,0,9.82,5.0
725,ROTO,Industrials,Specialty Industrial Machinery,10898284544,0.1003,0,0,0,0,0,0,9.82,5.0
726,GATEWAY,Industrials,Integrated Freight & Logistics,28104966144,0.1003,0,0,0,0,0,0,9.82,5.0
727,SKFINDIA,Industrials,Tools & Accessories,83515555840,0.1003,0,0,0,0,0,0,9.82,5.0
728,STERTOOLS,Industrials,Tools & Accessories,8472248832,0.1003,0,0,0,0,0,0,9.82,5.0
729,NIBL,Industrials,Tools & Accessories,740004096,0.1003,0,0,0,0,0,0,9.82,5.0
730,EXXARO,Industrials,Building Products & Equipment,2961858816,0.1003,0,0,0,0,0,0,9.82,5.0
731,DHRUV,Industrials,Engineering & Construction,568997056,0.1003,0,0,0,0,0,0,9.82,5.0
732,SHILCTECH,Industrials,Electrical Equipment & Parts,46676017152,0.1003,0,0,0,0,0,0,9.82,5.0
733,CYIENT,Industrials,Conglomerates,101161738240,0.1003,0,0,0,0,0,0,9.82,5.0
734,SUNCLAY,Industrials,Metal Fabrication,29707202560,0.1003,0,0,0,0,0,0,9.82,5.0
735,REGENCERAM,Industrials,Building Products & Equipment,1070884224,0.1003,0,0,0,0,0,0,9.82,5.0
736,ALICON,Industrials,Metal Fabrication,11043703808,0.1003,0,0,0,0,0,0,9.82,5.0
737,GUJAPOLLO,Industrials,Specialty Industrial Machinery,5030414336,0.1003,0,0,0,0,0,0,9.82,5.0
738,HEG,Industrials,Electrical Equipment & Parts,111926968320,0.1003,0,0,0,0,0,0,9.82,5.0
739,MBLINFRA,Industrials,Engineering & Construction,3914781440,0.1003,0,0,0,0,0,0,9.82,5.0
740,MEP,Industrials,Infrastructure Operations,170604832,0.1003,0,0,0,0,0,0,9.82,5.0
741,RHIM,Industrials,Metal Fabrication,85883944960,0.1003,0,0,0,0,0,0,9.82,5.0
742,ISGEC,Industrials,Specialty Industrial Machinery,75735400448,0.1003,0,0,0,0,0,0,9.82,5.0
743,GICL,Industrials,Integrated Freight & Logistics,4617007616,0.1003,0,0,0,0,0,0,9.82,5.0
744,GLOBALVECT,Industrials,Airports & Air Services,2420599808,0.1003,0,0,0,0,0,0,9.82,5.0
745,EVERESTIND,Industrials,Building Products & Equipment,6180572672,0.1003,0,0,0,0,0,0,9.82,5.0
746,RACE,Industrials,Waste Management,2035141632,0.1003,0,0,0,0,0,0,9.82,5.0
747,TARMAT,Industrials,Engineering & Construction,1303341312,0.1003,0,0,0,0,0,0,9.82,5.0
748,WCIL,Industrials,Integrated Freight & Logistics,10144543744,0.1003,0,0,0,0,0,0,9.82,5.0
749,HMT,Industrials,Farm & Heavy Construction Machinery,67561582592,0.1003,0,0,0,0,0,0,9.82,5.0
750,MMFL,Industrials,Metal Fabrication,22216777728,0.1003,0,0,0,0,0,0,9.82,5.0
751,YUKEN,Industrials,Specialty Industrial Machinery,9033360384,0.1003,0,0,0,0,0,0,9.82,5.0
752,INDIANHUME,Industrials,Engineering & Construction,16647438336,0.1003,0,0,0,0,0,0,9.82,5.0
753,LOTUSDEV,Industrials,Engineering & Construction,66490863616,0.1003,0,0,0,0,0,0,9.82,5.0
754,JSWHL,Industrials,Conglomerates,140395233280,0.1003,0,0,0,0,0,0,9.82,5.0
755,BAJAJINDEF,Industrials,Farm & Heavy Construction Machinery,8684800000,0.1003,0,0,0,0,0,0,9.82,5.0
756,WSI,Industrials,Engineering & Construction,5327851008,0.1003,0,0,0,0,0,0,9.82,5.0
757,TEXMOPIPES,Industrials,Building Products & Equipment,1358443264,0.1003,0,0,0,0,0,0,9.82,5.0
758,MOLDTECH,Industrials,Engineering & Construction,3485419264,0.1003,0,0,0,0,0,0,9.82,5.0
759,VESUVIUS,Industrials,Specialty Industrial Machinery,96487563264,0.1003,0,0,0,0,0,0,9.82,5.0
760,DCMSHRIRAM,Industrials,Conglomerates,166227787776,0.1003,0,0,0,0,0,0,9.82,5.0
761,DBL,Industrials,Engineering & Construction,69526388736,0.1003,0,0,0,0,0,0,9.82,5.0
762,IRCON,Industrials,Engineering & Construction,131296002048,0.1003,0,0,0,0,0,0,9.82,5.0
763,AKG,Industrials,Industrial Distribution,353037760,0.1003,0,0,0,0,0,0,9.82,5.0
764,SHANTIGEAR,Industrials,Specialty Industrial Machinery,33857826816,0.1003,0,0,0,0,0,0,9.82,5.0
765,RITES,Industrials,Engineering & Construction,98965929984,0.1003,0,0,0,0,0,0,9.82,5.0
766,RAMKY,Industrials,Engineering & Construction,32093935616,0.1003,0,0,0,0,0,0,9.82,5.0
767,IONEXCHANG,Industrials,Pollution & Treatment Controls,46984019968,0.1003,0,0,0,0,0,0,9.82,5.0
768,SOMICONVEY,Industrials,Specialty Industrial Machinery,1246335232,0.1003,0,0,0,0,0,0,9.82,5.0
769,USK,Industrials,Engineering & Construction,1246089344,0.1003,0,0,0,0,0,0,9.82,5.0
770,INDIGO,Industrials,Airlines,1759630589952,0.1003,0,0,0,0,0,0,9.82,5.0
771,ORIENTALTL,Industrials,Building Products & Equipment,469711392,0.1003,0,0,0,0,0,0,9.82,5.0
772,DREAMFOLKS,Industrials,Airports & Air Services,4237617920,0.1003,0,0,0,0,0,0,9.82,5.0
773,VPRPL,Industrials,Engineering & Construction,5093244928,0.1003,0,0,0,0,0,0,9.82,5.0
774,SALZERELEC,Industrials,Electrical Equipment & Parts,11228537856,0.1003,0,0,0,0,0,0,9.82,5.0
775,INTERARCH,Industrials,Engineering & Construction,29870669824,0.1003,0,0,0,0,0,0,9.82,5.0
776,AFFORDABLE,Industrials,Specialty Industrial Machinery,2027012864,0.1003,0,0,0,0,0,0,9.82,5.0
777,SUPREMEIND,Industrials,Building Products & Equipment,460036079616,0.1003,0,0,0,0,0,0,9.82,5.0
778,BEL,Industrials,Aerospace & Defense,3069376200704,0.1003,0,0,0,0,0,0,9.82,5.0
779,SKFINDUS,Industrials,Tools & Accessories,106983751680,0.1003,0,0,0,0,0,0,9.82,5.0
780,AWHCL,Industrials,Waste Management,13363061760,0.1003,0,0,0,0,0,0,9.82,5.0
781,AARTECH,Industrials,Electrical Equipment & Parts,1391542400,0.1003,0,0,0,0,0,0,9.82,5.0
782,DENTA,Industrials,Engineering & Construction,6723060224,0.1003,0,0,0,0,0,0,9.82,5.0
783,PIGL,Industrials,Engineering & Construction,2243903488,0.1003,0,0,0,0,0,0,9.82,5.0
784,CAPACITE,Industrials,Engineering & Construction,19492769792,0.1003,0,0,0,0,0,0,9.82,5.0
785,INDOFARM,Industrials,Farm & Heavy Construction Machinery,6338005504,0.1003,0,0,0,0,0,0,9.82,5.0
786,TOTAL,Industrials,Integrated Freight & Logistics,885209600,0.1003,0,0,0,0,0,0,9.82,5.0
787,GEEKAYWIRE,Industrials,Electrical Equipment & Parts,2581644032,0.1003,0,0,0,0,0,0,9.82,5.0
788,HILINFRA,Industrials,Infrastructure Operations,3607547648,0.1003,0,0,0,0,0,0,9.82,5.0
789,SNOWMAN,Industrials,Integrated Freight & Logistics,6334022656,0.1003,0,0,0,0,0,0,9.82,5.0
790,ESSARSHPNG,Industrials,Marine Shipping,4968440320,0.1003,0,0,0,0,0,0,9.82,5.0
791,CONCOR,Industrials,Railroads,359750238208,0.1003,0,0,0,0,0,0,9.82,5.0
792,CONTROLPR,Industrials,Business Equipment & Supplies,9910813696,0.1003,0,0,0,0,0,0,9.82,5.0
793,OBCL,Industrials,Trucking,1098413312,0.1003,0,0,0,0,0,0,9.82,5.0
794,DOMS,Industrials,Business Equipment & Supplies,134272942080,0.1003,0,0,0,0,0,0,9.82,5.0
795,CCCL,Industrials,Engineering & Construction,6777340928,0.1003,0,0,0,0,0,0,9.82,5.0
796,TCI,Industrials,Integrated Freight & Logistics,69978832896,0.1003,0,0,0,0,0,0,9.82,5.0
797,BLS,Industrials,Specialty Business Services,109015793664,0.1003,0,0,0,0,0,0,9.82,5.0
798,JITFINFRA,Industrials,Engineering & Construction,7558174208,0.1003,0,0,0,0,0,0,9.82,5.0
799,GANDHITUBE,Industrials,Metal Fabrication,10043627520,0.1003,0,0,0,0,0,0,9.82,5.0
800,TCIEXP,Industrials,Integrated Freight & Logistics,19747362816,0.1003,0,0,0,0,0,0,9.82,5.0
801,JISLJALEQS,Industrials,Conglomerates,22291376128,0.1003,0,0,0,0,0,0,9.82,5.0
802,PVP,Industrials,Conglomerates,7015275520,0.1003,0,0,0,0,0,0,9.82,5.0
803,TRF,Industrials,Specialty Industrial Machinery,2668569856,0.1003,0,0,0,0,0,0,9.82,5.0
804,ELIN,Industrials,Electrical Equipment & Parts,5761298432,0.1003,0,0,0,0,0,0,9.82,5.0
805,HAVELLS,Industrials,Electrical Equipment & Parts,761489784832,0.1003,0,0,0,0,0,0,9.82,5.0
806,SADBHIN,Industrials,Engineering & Construction,947485824,0.1003,0,0,0,0,0,0,9.82,5.0
807,DIGITIDE,Industrials,Specialty Business Services,12456716288,0.1003,0,0,0,0,0,0,9.82,5.0
808,POKARNA,Industrials,Building Products & Equipment,25423280128,0.1003,0,0,0,0,0,0,9.82,5.0
809,GENCON,Industrials,Engineering & Construction,2285147392,0.1003,0,0,0,0,0,0,9.82,5.0
810,ASHOKA,Industrials,Engineering & Construction,34750730240,0.1003,0,0,0,0,0,0,9.82,5.0
811,KRITI,Industrials,Building Products & Equipment,3815190528,0.1003,0,0,0,0,0,0,9.82,5.0
812,TEGA,Industrials,Specialty Industrial Machinery,120204312576,0.1003,0,0,0,0,0,0,9.82,5.0
813,TPHQ,Industrials,Engineering & Construction,570034176,0.1003,0,0,0,0,0,0,9.82,5.0
814,IL&FSTRANS,Industrials,Infrastructure Operations,746739264,0.1003,0,0,0,0,0,0,9.82,5.0
815,BDL,Industrials,Aerospace & Defense,472462426112,0.1003,0,0,0,0,0,0,9.82,5.0
816,KEC,Industrials,Engineering & Construction,133432745984,0.1003,0,0,0,0,0,0,9.82,5.0
817,KABRAEXTRU,Industrials,Specialty Industrial Machinery,8008779264,0.1003,0,0,0,0,0,0,9.82,5.0
818,AARON,Industrials,Specialty Industrial Machinery,2534523904,0.1003,0,0,0,0,0,0,9.82,5.0
819,FLAIR,Industrials,Business Equipment & Supplies,32250984448,0.1003,0,0,0,0,0,0,9.82,5.0
820,AHLADA,Industrials,Building Products & Equipment,512317664,0.1003,0,0,0,0,0,0,9.82,5.0
821,RAJOOENG,Industrials,Specialty Industrial Machinery,10159477760,0.1003,0,0,0,0,0,0,9.82,5.0
822,JYOTICNC,Industrials,Specialty Industrial Machinery,149587542016,0.1003,0,0,0,0,0,0,9.82,5.0
823,ASHOKLEY,Industrials,Farm & Heavy Construction Machinery,963312156672,0.1003,0,0,0,0,0,0,9.82,5.0
824,TRANSRAILL,Industrials,Engineering & Construction,65919713280,0.1003,0,0,0,0,0,0,9.82,5.0
825,THEJO,Industrials,Specialty Industrial Machinery,17461923840,0.1003,0,0,0,0,0,0,9.82,5.0
826,BIRLANU,Industrials,Building Products & Equipment,10134214656,0.1003,0,0,0,0,0,0,9.82,5.0
827,VASCONEQ,Industrials,Engineering & Construction,7851163136,0.1003,0,0,0,0,0,0,9.82,5.0
828,MACPOWER,Industrials,Specialty Industrial Machinery,10499365888,0.1003,0,0,0,0,0,0,9.82,5.0
829,GLOBECIVIL,Industrials,Engineering & Construction,2520738816,0.1003,0,0,0,0,0,0,9.82,5.0
830,REPL,Industrials,Consulting Services,1307900800,0.1003,0,0,0,0,0,0,9.82,5.0
831,BLUEDART,Industrials,Integrated Freight & Logistics,113277157376,0.1003,0,0,0,0,0,0,9.82,5.0
832,ARSHIYA,Industrials,Integrated Freight & Logistics,310901568,0.1003,0,0,0,0,0,0,9.82,5.0
833,BLUESTARCO,Industrials,Building Products & Equipment,341078179840,0.1003,0,0,0,0,0,0,9.82,5.0
834,LEXUS,Industrials,Building Products & Equipment,382816096,0.1003,0,0,0,0,0,0,9.82,5.0
835,VSTTILLERS,Industrials,Farm & Heavy Construction Machinery,40192040960,0.1003,0,0,0,0,0,0,9.82,5.0
836,CROWN,Industrials,Rental & Leasing Services,1255892224,0.1003,0,0,0,0,0,0,9.82,5.0
837,TIL,Industrials,Farm & Heavy Construction Machinery,15725334528,0.1003,0,0,0,0,0,0,9.82,5.0
838,ASIANTILES,Industrials,Building Products & Equipment,18366644224,0.1003,0,0,0,0,0,0,9.82,5.0
839,TARACHAND,Industrials,Farm & Heavy Construction Machinery,4370840576,0.1003,0,0,0,0,0,0,9.82,5.0
840,MAHLOG,Industrials,Integrated Freight & Logistics,34717945856,0.1003,0,0,0,0,0,0,9.82,5.0
841,GANGAFORGE,Industrials,Metal Fabrication,316785216,0.1003,0,0,0,0,0,0,9.82,5.0
842,MALLCOM,Industrials,Security & Protection Services,6670560256,0.1003,0,0,0,0,0,0,9.82,5.0
843,A2ZINFRA,Industrials,Engineering & Construction,2574074112,0.1003,0,0,0,0,0,0,9.82,5.0
844,ESCORTS,Industrials,Farm & Heavy Construction Machinery,316977905664,0.1003,0,0,0,0,0,0,9.82,5.0
845,VRLLOG,Industrials,Trucking,41066459136,0.1003,0,0,0,0,0,0,9.82,5.0
846,LANDSMILL,Industrials,Conglomerates,1311946368,0.1003,0,0,0,0,0,0,9.82,5.0
847,RKEC,Industrials,Engineering & Construction,784012800,0.1003,0,0,0,0,0,0,9.82,5.0
848,TARAPUR,Industrials,Specialty Industrial Machinery,409695264,0.1003,0,0,0,0,0,0,9.82,5.0
849,PROSTARM,Industrials,Electrical Equipment & Parts,8389629440,0.1003,0,0,0,0,0,0,9.82,5.0
850,CEREBRAINT,Industrials,Waste Management,429000128,0.1003,0,0,0,0,0,0,9.82,5.0
851,RMDRIP,Industrials,Farm & Heavy Construction Machinery,7913664000,0.1003,0,0,0,0,0,0,9.82,5.0
852,ABINFRA,Industrials,Engineering & Construction,7537714688,0.1003,0,0,0,0,0,0,9.82,5.0
